ID,NAME,ORGANIZATION,CATEGORY,DESCRIPTION,ADDRESS,CITY,ZIP_CODE,URL,PHONE,EMAIL,ELIGIBILITY_CRITERIA,APPOINTMENT_REQUIRED,REFERRAL_REQUIRED_FROM,START_DATE,END_DATE,IS_ALWAYS_OPEN,OPEN_HOURS_USER_INPUT,INTERNAL_NOTES,LAST_MODIFIED_DATETIME
202,Julian street Inn,LifeMoves,Housing,"All, Single Adult Services, Veterans Services","546 W Julian St, ",San Jose,95110,lifemoves.org,(408) 271-0820,,"Single 
Veteran ",,,,,,Program Hours: Open: Closed: Fri 8:30am 6pm Thu 8:30am 6pm Wed 8:30am 6pm Tue 8:30am 6pm Mon 8:30am 6pm,They take single non veteran,12/4/2022 8:45 PM
441,Legal Aid Society of Santa Clara County,,Housing,"Handles administrative law, fair housing, housing
discrimination, family law, domestic violence cases, custody, visitation and support cases, and immigration legalization for low-income individuals.",480 N. First Street,San Jose,95112,,(408) 283-1535,,,,,,,,,"This record should be put in different categories.

I could not find a URL for the organization.",12/10/2022 6:00 PM
427,Mexican American Community Services Agency (MACSA),,Housing,"Provides senior family housing, education and youth services.",130 N. Jackson Avenue,San Jose,95116,,(408) 928-1122,,,,,,,,,Add to Education and Youth Services categories/subcategories.,12/8/2022 7:22 PM
278,MidPen Housing Corporation,MidPen Housing Corporation,Housing,"Their mission is to provide safe, affordable housing of high quality to those in need and to establish stability and opportunity in the lives of  residents.","303 Vintage Park Drive, Suite 250, Foster City",,94404,https://www.midpen-housing.org/,(650) 356-2900,info@midpen-housing.org,,,,,,,,"They are based in Foster City, but have rentals in Mountain View, Sunnyvale, etc.",11/16/2022 7:06 PM
447,Motel Voucher Programs,LifeMoves,Housing,"Provides extended stay motels for families, couples and individuals while receiving case management, food and services.",,,,https://www.lifemoves.org/directory/lifemoves-motel-voucher/,(669) 238-6193,,,,,,,,,The LifeMoves website indicates this is for people who are at high-risk factors of COVID-19.  A City of San Jose homeless flier makes no mention of the Covid criteria for the program.,12/11/2022 1:34 PM
433,Operation REACH,Opening Doors 2020,Housing,"Operation REACH provides assistance to homeless individuals who are looking for support services in the downtown San Jose business corridor. The mobile resource unit unit can help homeless residents find emergency shelter, clothing, showers, laundry service, meals, medical services, case management, employment training and more.

They respond to requests that are located within the downtown San Jose Business Corridor bordered by Julian Street, 7th Street, Williams Street and Almaden Boulevard.","598 North 1st Street, Suite A",San Jose,95112,https://od2020.com/operation_reach/,(408) 401-1090,info@od2020.com,,,,,,,"Mon 10am-3pm
Tue  10am-3pm
Wed  10am-3pm
Thur 10am-3pm","I should know by now what category to put this in, but I don't remember.  This organization is like UOE - they provide info about resources, but not all the actual resources.

Put this in a new category please.",5/3/2023 7:57 PM
277,Opportunity Center,Santa Clara County,Housing,"The Opportunity Center is an affordable housing
community and service center that provides permanent supportive housing to
rehouse formerly homeless individuals in Santa
Clara County.",33 Encina Avenue,Palo Alto,94301,https://www.abodeservices.org/opportunity-center,(650) 566-1318,oppcenter@jsco.net,,,,,,,,"I am unsure about the provider.  LifeMoves manages it, but another URL indicates that ""The Opportunity Center is a Santa Clara County
supportive housing program jointly run by two
nonprofit groups: Abode Services and Community
Working Group (CWG)."" That URL is:  https://static1.squarespace.com/static/5dc7476c0941b54dd5f9e7f9/t/635935de227cca7a13fd421a/1666790883870/Opportunity%2BCenter%2BFact%2BSheet%2B6.8.22.pdf",5/3/2023 7:54 PM
330,Peacock Commons,Bill Wilson Center,Housing,"Peacock Commons is a 28 unit apartment complex that provides affordable, supportive housing to young adults (ages 18 - 24) and young parent families. This includes youth who are chronically homeless, at-risk of becoming homeless, aging out of foster care, or victims of domestic violence.",,,,https://www.billwilsoncenter.org/services/all/peacock-commons.html,(408) 907-4687,sdoyle@bwcmail.org,Must be between the age of 18 and 24.,,,,,,"Mon 8am - 5pm
Tue 8am - 5pm
Wed 8am - 5pm
Thur 8am - 5pm
Fri 8am - 5pm",,5/3/2023 7:57 PM
454,People Assisting The Homeless (PATH),,Housing,"Homeless street outreach, clinical case management, service referrals and permanent housing assistance in San José’s downtown core.",,,,https://epath.org/regions/san-jose-bay-area/,(408) 753-8735,pathsj@epath.org,,,,,,,,Add to categories Street Outreach and Clinical Case Management ??,5/3/2023 7:55 PM
141,Project Sentinel's Dispute Resolution Services,Project Sentinel,Housing,"Provides dispute resolution services in three areas:

Counseling teaches tenants and landlords about their housing rights and responsibilities. Counselors can inform you about your options and help you take the steps needed to resolve your issue.

Mediation assists with dispute resolution and can help draft agreements that can be enforceable in court.

Arbitration is available in Mountain View and Los Gatos.   Professional arbitrators hear housing cases and can issue legally binding decisions that explain the parties' respective responsibilities based on applicable laws.",1490 El Camino Real,Santa Clara,95050,https://www.housing.org/dispute-resolution,(408) 720-9888,info@housing.org,,checked,,,,,"Mon 9am – 12pm  1pm – 4pm
Tue 9am – 12pm  1pm – 4pm
Wed 9am – 12pm  1pm – 4pm
Thur 9am – 12pm  1pm – 4pm
Fri  9am – 12pm  1pm – 4pm",Toll free phone number is (800) 339-6043.,10/27/2022 4:41 PM
142,Project Sentinel's Fair Housing Center,Project Sentinel,Housing,"​Project Sentinel's Fair Housing Center provides education and counseling to community members, housing providers, and tenants about fair housing laws. We also investigate complaints and advocate for those who have experienced housing discrimination.",1490 El Camino Real,Santa Clara,95050,https://www.housing.org/housing-discrimination,(888) 324-7468,fairhousing@housing.org,,checked,,,,,"Mon 9am – 12pm  1pm – 4pm
Tue 9am – 12pm  1pm – 4pm
Wed 9am – 12pm  1pm – 4pm
Thur 9am – 12pm  1pm – 4pm
Fri  9am – 12pm  1pm – 4pm",,10/27/2022 4:51 PM
140,Project Sentinel's Housing Counseling Services,Project Sentinel,Housing,"This is a HUD certified department that advises home owners and prospective home owners in the following:  first time home buyer education, reverse mortgates, foreclosure prevention, mortgage delinquency and default, financial and credit counseling, pre-purchase counseling, and post-purchase counseling.","554 Valley Way, Building 4, Suite 554",Milpitas,95035,https://www.housing.org/housing-counseling,(408) 470-3730,homeownershipinfo@housing.org,,checked,,,,,"Mon 9am – 12pm  1pm – 4pm
Tue 9am – 12pm  1pm – 4pm
Wed 9am – 12pm  1pm – 4pm
Thur 9am – 12pm  1pm – 4pm
Fri  9am – 12pm  1pm – 4pm",The address on this url: https://www.housing.org/contact differs from the address on the url above.  I'm unsure what the cause of the discrepancy is.,5/3/2023 7:54 PM
329,Rapid Rehousing Program,Bill Wilson Center,Housing,"Bill Wilson Center's Rapid Re-housing program helps individuals and families avoid homelessness and helps those experiencing homelessness to be quickly re-housed and stabilized using the Housing First approach.

Housing First offers people experiencing homelessness permanent housing with few to no preconditions, behavioral contingencies, or barriers.",3490 The Alameda,Santa Clara,95050,https://www.billwilsoncenter.org/services/all/rapid-rehousing.html,(408) 278-2552,BWCmail@billwilsoncenter.org,,,,,,,"Mon 8am - 5pm
Tue 8am - 5pm
Wed 8am - 5pm
Thur 8am - 5pm
Fri 8am - 5pm",,11/22/2022 7:01 PM
16,Safe Parking,Lighthouse of Hope,Housing,Safe parking program for homeless individuals and families.,1515 Partridge Avenue,Sunnyvale,94087,https://www.lighthouseofhopecc.org/safe-place-parking.html,(408) 716-8101,info@lighthouseofhopecc.org,,,,,,,,,5/3/2023 3:17 PM
440,Senior Adult Legal Assistance (SALA),,Housing,Provides free legal services and community education to Santa Clara County residents who are age 60 or older.,"1425 Koll Circle, Suite 109",San Jose,95112,www.sala.org,(408) 295-5991,,,,,,,,"Mon 9am – 5pm
Tue 9am – 5pm
Wed 9am – 5pm
Thur 9am – 5pm
Fri 9am – 5pm","Put in Legal Services, Senior categories and remove from Housing.",12/10/2022 5:46 PM
436,Support Services,Opening Doors 2020,Housing,Opening Doors 2020 provides veteran and senior support services and/or referrals. They also provide housing location services and/or referrals.,"598 North 1st Street, Suite A",San Jose,95112,https://od2020.com/#services,(408) 401-1090,info@od2020.com,,,,,,,,"Probably should put in Senior, Veteran, Support Services(?) categories.  Claire would be good at identifying categories.",12/10/2022 4:53 PM
310,The Law Foundation of Silicon Valley Housing Program,The Law Foundation of Silicon Valley,Housing,The Housing Program provides free legal advice and representation on housing-related matters to low-income families and individuals in Santa Clara County.,"4 North Second Street, Suite 1300",San Jose,95113,https://www.lawfoundation.org/housing,(408) 280-2424,,Must be a low income resident of Santa Clara County.,,,,,,"Phone intake hours:
Mon 9am - 11:30am 
Tues 9am - 11:30am 
Thurs 9am - 11:30am

Walk-in hours:
Tues 1pm - 3pm
Thurs  1pm - 3pm",Put in Legal Services category or something similar.,11/19/2022 5:36 PM
455,United Way Bay Area,,Housing,"Free, confidential 24/7 connection to services like food, housing, healthcare, education and more.",,,,,211,,,,,,,checked,,Add to Services Referral category or something similar.,12/11/2022 3:58 PM
159,Family & Children Services of Silicon Valley,Caminar,"Medical,Personal Care,Housing","Counseling and other support services for children, teens, and adults ",375 Cambridge Ave,Palo Alto,94306,Caminar.org,(650) 326-6576,info@caminar.org,,,,,,,"Saturday	        Closed
Sunday	        Closed
Monday	        9AM–8PM
Tuesday	        9AM–8PM
Wednesday	9AM–8PM
Thursday	9AM–8PM
Friday	        9AM–5PM
",,5/3/2023 7:58 PM
109,Housing First Program of Next Door Solutions,Next Door Solutions,"Housing,Shelter","The Housing First Program focuses on the prevention of homelessness due to domestic violence and helping survivors stay housed or assist with obtaining safe affordable permanent housing through short-term flexible financial assistance.

It offers the following services:
o  Assessment and resource referrals
o  Education about housing, landlord and tenant rights that will contribute to stronger housing stability.","234 E. Gish Road, Suite 200",San Jose,95112,https://www.nextdoorsolutions.org/services/housing/,(408) 279-2962,info@nextdoor.org,,,,,,,,"Phone is for the 24/7 hotline.  Address is for their community office.  No hours were identified on this page, so I did not list the main office hours.",5/3/2023 7:54 PM
283,AACI Center for Survivors of Torture (CST),Asian Americans for Community Involvement (AACI) Health Center,Medical,"AACI’s Center for Survivors of Torture (CST) program provides specialized services – including individual and group psychotherapy, psychiatry, psychological and medical evaluations for political asylum cases, medical, social, and legal services to survivors of torture and their families.",,San Jose,,https://aaci.org/behavioral-health/cst/,(408) 975-2730 ext. 247,,Must have MediCal insurance and meet Medi-Cal medical necessity criteria.,checked,Gateway Call Center,,,,"Mon 8:30am - 6pm
Tue 8:30am - 6pm
Wed  8:30am - 6pm
Thur  8:30am - 7:30pm
Fri   8:30am - 6pm","Clients can get a referral from SCC Behavioral Health Services Call Center, which I assume is the Gateway Call Center.  If this is not the case, please add the Behavioral Health Services Call Center and select it.  They can also contact CTS for a referral.

Please add to Legal Services category.",12/4/2022 8:49 PM
241,24 Hour Hotline for the Greater San Jose Area Of Narcotics Anonymous,Narcotics Anonymous,Medical,"Narcotics Anonymous is an international, community-based association of recovering drug addicts.  The Greater San Jose Area of Narcotics Anonymous serves Sunnyvale, Santa Clara, Saratoga, Los Gatos, Monte Sereno, Milpitas, San Jose, San Martin, Morgan Hill, and Gilroy.

Narcotics Anonymous is a non-profit fellowship of people for whom drugs have become a major problem. They are recovering addicts who meet regularly to help each other live drug-free.",,,,https://www.sjna.org/,(408) 998-4200,,"For residents of Sunnyvale, Santa Clara, Saratoga, Los Gatos, Monte Sereno, Milpitas, San Jose, San Martin, Morgan Hill, and Gilroy.",,,,,checked,,"Unsure as to what category to put this under.  Possibly in a subcategory ""Addiction Recovery Services""?",11/8/2022 1:43 PM
421,24-Hour Crisis Line for Survivors of Violence,Community Solutions,Medical,"They offer free support services to survivors of domestic violence, sexual assault, and human trafficking, including counseling, accompaniment, assistance with restraining orders, and much more. ","9015 Murray Avenue, #100",Gilroy,95020,https://www.communitysolutions.org/survivors-of-violence/,(877) 363-7238,,"They serve the South San Jose, Morgan Hill, Gilroy and Hollister areas.",,,,,checked,,"Address is identified as their mailing address.

Add to Human Trafficking, Sexual Abuse, and Domestic Abuse categories or subcategories.",12/8/2022 5:20 PM
297,"24-hour Support Line for Victims of Sexual Assault, Domestic Violence, or Human Trafficking",YWCA Golden Gate Silicon Valley,Medical,"For immediate in-person crisis assistance and counseling services, contact the 24-hour support line.",375 S. Third Street,San Jose,95112,https://yourywca.org/support-services/support-counseling/,(800) 572-2782,,,,,,,,,,11/17/2022 7:01 PM
282,AACI Adult and Older Adult (AOA),Asian Americans for Community Involvement (AACI),Medical,"AACI Behavioral Health offers linguistically and culturally sensitive services that help clients overcome barriers to care. Their trauma-informed, client-centered Adult and Older Adult Counseling Program provides support for clients with language barriers, limited understanding of mainstream resources and services, traumatic and historical experiences from war-torn countries, acculturative stress, immigration issues, and cultural isolation.  

Counselors provide a range of mental health services – including case management, medication support with on-site psychiatrists and registered nurses, neuropsychological assessment, and rehabilitation counseling to promote the optimal functioning of the individual at home and in the community.",,San Jose,,https://aaci.org/behavioral-health/adult-and-older-adult/,408-975-2730 ext. 206,,Must have MediCal insurance and meet Medi-Cal medical necessity criteria.,checked,Gateway Call Center,,,,"Mon 8:30am - 5:30pm
Tue 8:30am - 5:30pm
Wed 8:30am - 5:30pm
Thur 8:30am - 7pm
Fri 8:30am - 5:30pm","They require a referral from the SCC Behavioral Health Services Call Center, which I assume is the  Gateway Call Center above.  If it is something different, please add it as an option to Referral Required and select it.",11/17/2022 2:48 PM
285,AACI CalWORKs,Asian Americans for Community Involvement (AACI),Medical,"AACI provides CalWORKs families with a range of behavioral health and social services. The CalWORKs program offers individualized, family-focused counseling that addresses emotional well-being, substance abuse issues, relationship issues, mental health issues, family stress, and trauma from abuse.",,San Jose,,https://aaci.org/behavioral-health/calworks/,(408) 975-2730 x220, thu.nguyen@aaci.org,"o Must be CalWORKs recipient or qualifying adult family member.
o CalWORKS clients must be either enrolled in the Welfare-to-Work Program, Family Reunification Program, or have a status as “Child Only,” “Good Cause,’ “Exempt,” “Sanctioned,” or “Post Aids”.
o Clients served must meet Medi-Cal medical necessity criteria.
o Services provide through Medi-Cal
o Ages 18+",,,,,,,,11/17/2022 3:52 PM
286,AACI Family and Children Services Intensive Outpatient Program,Asian Americans for Community Involvement (AACI),Medical,"This program addresses the needs of young people in crisis with higher level of need for stabilization and significant behavioral and emotional difficulties. This requires meeting for 2 hours or more a week. They help develop the skills needed to improve functioning at home, build their natural support system and improve relationships through an array of intensive services.",,San Jose,,https://aaci.org/behavioral-health/family-children/,(408) 975-2730,hannah.dawley@aaci.org,,,,,,,"Mon 8:30am - 5:30pm
Tue 8:30am - 5:30pm
Wed  8:30am - 5:30pm
Thur  8:30am - 7:30pm
Fri   8:30am -5:30pm",,12/4/2022 8:50 PM
97,Addiction Treatment Services (ATS),Momentum for Health,Medical,"ATS serves adults with substance use disorders providing supportive outpatient, intensive outpatient, and recovery services.",,,,https://momentumforhealth.org/services/outpatient/addiction-treatment/,(800) 488-9919,,"o  Must be 18 years old or older.
o  Must have active Medi-Cal, Medicare, or no insurance. Private insurance is not accepted.
o  Does not need drug or alcohol detox services.
o  Does not need medication-assisted treatment.
",,Gateway Call Center,,,,,"Contact them through the Gateway Call Center, but provide a different phone # than other sites do.",10/23/2022 3:08 PM
96,Adult Acute Outpatient,Momentum for Health,Medical,"The Acute Outpatient program serves adults with conditions such as anxiety, depression, trauma, bipolar, and posttraumatic stress disorder (PTSD) and provides links to services for clients with a co-occurring substance use diagnosis. 

We offer integrated mental health services, including assessment, treatment plans, and community services and resources.  Care might include intensive therapy, case management, and medication support.

Your care team may help you:

o    Access medical care 
o    Build rehabilitation and coping skills to manage symptoms
o    Practice daily living skills, such as conflict resolution and time management 
o    Get treatment for substance use, if needed
o    Connect with housing, employment, and education, so you can rejoin the community 

They also offer peer and parent support services, as well as self-help and family support groups.",,,,https://momentumforhealth.org/services/outpatient/acute-outpatient/,(800) 704-0900,,"o    You are at least 26 years old 
o    You have active Medi-Cal, Medicare, or no insurance. We cannot accept private insurance.
o    You have had multiple emergency psychiatric services (EPS) or crisis residential services visits in the past 12 months. 
o    You have been hospitalized for behavioral health distress at least three times.",,Gateway Call Center,,,,,,10/23/2022 2:58 PM
299,Adult and Older Adult (AOA) Division,County of Santa Clara Behavioral Health Services,Medical,"AOA provides behavioral health services for mental health, substance use and other types of co-occurring disorders for adults (age 18-59) and older adults (60+).


If eligible, they provide free or low cost services to people that have Medi-Cal and/or Medicare and live in Santa Clara County. They also offer limited services for people that live in the county and have no coverage.","828 South Bascom Avenue, Suite 200",San Jose,95128,https://bhsd.sccgov.org/about-us/adult-and-older-adult-division,(408) 823-8075,margaret.obilor@hhs.sccgov.org​​,"o Must be at least 18 years of age.
o  Must be on Medi-Cal and/or Medicare
o  Must live in Santa Clara Count
o  Limited services are provided for people that  have no coverage.",,,,,,,,5/3/2023 7:55 PM
107,Adult Substance Abuse Treatment Services (ASATS),HealthRIGHT 360,Medical,"This is an outpatient substance use treatment program, specializing in providing culturally and linguistically competent services.  The program is on average a 16-week treatment program.

Services:

o    Orientation, intake and assessment
o    Treatment planning
o    Group and individual counseling
o    Case management
o    Continuing care including aftercare groups.

Specialized Treatment Groups:

o    Women’s groups
o    Men's groups
o    Young adults group
o    Monolingual Tagalog adult group
o    Monolingual Vietnamese adult group",,San Jose,95122,https://www.healthright360.org/program/adult-substance-abuse-treatment-services-asats,1 (800) 488-9919,blee@healthright360.org,Must be an adult resident of Santa Clara County.,,,,,,,"The contact phone number is defined as ""GATEWAY for phone screening"".  I don't know if that is for the Gateway Call Center.",5/3/2023 7:58 PM
422,Adults & Older Adults,Community Solutions,Medical,"Provides comprehensive spectrum of prevention, intervention, treatment, residential and housing services for people with substance abuse issues, mental health challenges and those reentering society from the criminal justice system. 

Serves the following communities:  South San Jose, Morgan Hill, and Gilroy.","9015 Murray Avenue, #100",Gilroy,95020,https://www.communitysolutions.org/adults-and-older-adults/,(408) 842-7138,info@communitysolutions.org,,,,,,,"Mon 8:30am - 5pm
Tue 8:30am - 5pm
Wed 8:30am - 5pm
Thur 8:30am - 5pm
Fri 8:30am - 5pm",,12/8/2022 5:45 PM
424,Alum Rock Counseling Center (ARCC),,Medical,"Their programs provide youth and family crisis intervention programs, adult and family counseling services, mentoring, school based counseling and after school programming that is geared to teach youth how to make healthy choices.",1245 East Santa Clara Street,San Jose,95116,https://alumrockcc.org/programs/,(408) 294-0500,info@alumrockcc.org,Must be a resident of Santa Clara County.,,,,,,,"Add to Crisis Intervention and remove from Mental Health? 
There are many individual programs here that could be split out.",12/19/2022 1:03 PM
204,Alviso Health Center,Gardner Health Services,Medical,"This is a community health service clinic that provides medical services.  Services provided include:

o  Family Practice
o  Pediatrics
o  Healthcare for the Homeless Project
o  Counseling 
o  Medi-Cal Eligibility

Patients can receive medical advice from the on-call doctor when the Health Center is closed by calling 408.935.3900.",1621 Gold St,San Jose,95002,https://gardnerhealthservices.org/health-centers/alviso-health-center/,(408) 457-7100,info@gfhn.org,,,,,,,"Mon 8am – 5pm
Tue 8am – 5pm
Wed 8am – 5pm
Fri 8am – 5pm","Please add ""Alviso"" to the cities list and select it for this record.",11/6/2022 4:31 PM
89,Amicus House,"Amicus House, Inc.",Medical,Provides Transitional Living and Sober Living services in San Jose.,593 Edelweiss Drive,San Jose,95136,http://amicushouse.com/,(408) 294-2277,info@amicushouse.com,,,,,,,,"They used to provide drug and alcohol addiction treatment, but no longer do as of 2019 according to a blog (http://amicushouse.com/big-changes-at-amicus-house/).  I'm not sure the ""substance use treatment"" category applies.  The homepage indicates they provide substance use treatment, but further down on the site it does not mention that as a service/program.",10/20/2022 7:50 PM
205,Asian Americans for Community Involvement (AACI) Health Center,Asian Americans for Community Involvement (AACI),Medical,"This is a community health service clinic that provides medical service regardless of a patient’s immigration status and insurance or ability to pay.

Services include:

o Primary Care for All Ages
o  Insurance Enrollment
o  Preventive Care
o  Chronic Disease Management
o  Integrated Behavioral Health
o  Pediatric Services
o  Immunization Services
o  Women’s Health","2400 Moorpark Ave., Suite 300",San Jose,95122,https://aaci.org/health/,(408) 975-2730,,,checked,,,,,"Mon 8:30am – 12:30pm 1:pm – 5:30pm
Tue 8:30am – 12:30pm 1:pm – 5:30pm
Wed 8:30am – 12:30pm 1:pm – 5:30pm
Fri 8:30am – 12:30pm 1:pm – 5:30pm
Thu 8:30am – 7pm","The PDF indicates the phone number is (408) 975-2763, but the online number I found is (408) 975-2730.  Also, for the address, the PDF shows suite #319, but website identifies the suite # as 300.",11/6/2022 5:05 PM
295,Behavioral Health Urgent Care (BHUC),Santa Clara County Behavioral Health Services,Medical,"Behavioral Health Urgent Care (BHUC) is a walk-in outpatient clinic for Santa Clara County residents who are experiencing behavioral health crisis and need help.

Behavioral Health Urgent Care provides screening, assessment, crisis intervention, referral and short-term treatment for adolescents and adults.

Note - BHUC services are temporarily relocated to the Central Wellness and Benefits Center Building at 2221 Enborg Lane, San Jose CA 95128.","871 Enborg Court, Unit 100",San Jose,95128,https://bhsd.sccgov.org/programs-services/emergency-services/behavioral-health-urgent-care-bhuc,(408) 885-7855,,Must be a Santa Clara resident.,,,,,,"Mon 8am - 7pm
Tue 8am - 7pm
Wed 8am - 7pm
Thur 8am - 7pm
Fri 8am - 7pm
Sat 8am - 7pm
Sun 8am - 7pm",,11/17/2022 6:28 PM
70,Better Health Pharmacy,County of Santa Clara Public Health Department,Medical,"Drug donation pharmacy that receives unused, unopened, and unexpired medications from licensed healthcare facilities, and dispenses the drugs at no cost to our patients who have a valid prescription. The pharmacy serves patients who cannot afford their medications.","725 E Santa Clara Street, Suite 202",San Jose,95112,https://publichealth.sccgov.org/services/better-health-pharmacy-county-santa-clara-public-health-department,(408) 794-0564,,Valid prescription and medication must be in stock.,,,,,,"Tue 10:30am - 7pm
Wed 10:30am - 7pm
Thur 10:30am - 7pm
Fri 10:30am - 7pm
Sat 8:30am - 7pm",Might want to add Medical Drugs or something similar to medical subcategory.,10/19/2022 1:49 PM
228,Bill Wilson Center for Youth and Young Adults (Ages 16-24) Primary Care Services,Valley Homeless Healthcare Program (VHHP),Medical,"The Bill Wilson Center (BWC) Walk-In Clinic is an easily accessible medical clinic, located at the Bill Wilson Center’s Drop-In Center for youth experiencing homelessness. 

The team is made up of a medical doctor, psychiatrist and nurse.  It is open during the day, in the same space used by BWC at night as a respite for homeless youth. 

They offer primary care services, like physical exams, immunizations/vaccines, and treatment for conditions like acne, asthma, and sports injuries.

The clinic provides confidential reproductive health services, like birth control including birth control pills, nexplanon (the implant) and intra-uterine devices (IUDs). They also offer plan B, pregnancy testing, testing and treatment of HIV and sexually transmitted infections, and PrEP and PEP (the medicines that prevent HIV).

Patients can walk-in during clinic hours below. Visits are first-come, first-served and can sometimes run out, so patients should get to the clinic as early as they can.",693 South 2nd Street,San Jose,95112,https://www.scvmc.org/hospitals-clinics/valley-homeless-health-care-program-vhhp/bill-wilson-center-youth-and-young,,,Must be age 16-24.,,,,,,"Tue 9:30am - 3:30pm
Wed 12pm - 4pm",,11/7/2022 6:16 PM
227,Bill Wilson Center for Youth and Young Adults (Ages 16-24) Psychiatry Services,Valley Homeless Healthcare Program (VHHP),Medical,"The Bill Wilson Center (BWC) Walk-In Clinic is an easily accessible medical clinic, located at the Bill Wilson Center’s Drop-In Center for youth experiencing homelessness. 

The team is made up of a medical doctor, psychiatrist and nurse.  It is open during the day, in the same space used by BWC at night as a respite for homeless youth. 

They offer mental health services, like treatment and counseling for depression, anxiety, and other mental health concerns.

Patients can walk-in during clinic hours below. Visits are first-come, first-served and can sometimes run out, so patients should get to the clinic as early as they can.",693 South 2nd Street,San Jose,95112,https://www.scvmc.org/hospitals-clinics/valley-homeless-health-care-program-vhhp/bill-wilson-center-youth-and-young,,,Must be between the ages of 16-24.,,,,,,Tue 12:30pm - 3:30pm,,11/7/2022 6:16 PM
409,Bringing Everyone's Strengths Together (BEST),Catholic Charities of Santa Clara County,Medical,"The BEST program provides outreach and supportive services to empower youth and their families. They also focus on reconnecting youth back into their communities by engaging them in prosocial and group activities.  Services provided:
o   Street outreach
o   Case management
o   Groups
o   Prosocal activities
o   Late night gym",921 S. First Street,San Jose,95110,https://www.ccscc.org/best,(408) 938-6731,,"At risk adolescent youth age 12-24 living in Santee, Washington, Jeanne, Owsley, Valley Palms, Kollmar, Alma, Hoffman/Viamonte, Poco Way, Rocksprings, and Cadillac/Winchester Neighborhoods.",checked,,,,,"Mon 9am - 5pm
Tue 9am - 5pm
Wed 9am - 5pm
Thur 9am - 5pm
Fri 9am - 5pm",This is probably in the wrong category and subcategory.,12/7/2022 5:30 PM
198,Cancer CAREpoint,Cancer CAREpoint,Medical,"Cancer CAREpoint offers classes in meditation, guided imagery, and mind-body skills. Meditation helps manage stress and anxiety and is beneficial to cancer patients and their caregivers. Guided Imagery can prepare patients for treatment, medical appointments and other cancer-related procedures.

Registration and appointments are needed to access some of these services.","2505 Samaritan Drive, Building 400, Suite 402",San Jose,95124,https://www.cancercarepoint.org/our-services/mind-body-skills/,(408) 402-6611,info@cancercarepoint.org,,,,,,,,Should this be in an Education category or as a subcategory to Medical or Personal Care?,11/4/2022 9:50 AM
197,Cancer CAREpoint Exercise & Movement Classes,Cancer CAREpoint,Medical,Cancer CAREpoint offers cancer patients a variety of live exercise and movement classes online for all levels and abilities.,"2505 Samaritan Drive, Building 400, Suite 402",San Jose,95124,https://www.cancercarepoint.org/our-services/exercise-movement/,(408) 402-6611,info@cancercarepoint.org,,,,,,,,Should there be an Exercise category or possibly as a subcategory under Medical or Personal Care?  Category should be changed.,11/4/2022 9:36 AM
199,Cancer CAREpoint Nutrition Services,Cancer CAREpoint,Medical,"Cancer CAREpoint’s Nutrition classes deliver information about the best nutrition during and after cancer treatment, and provide recipes and information about how eating well can make a difference in ythe patient's health.

Private consultations are available by phone.  Classes are currently offered virtually 
and registration is required.","2505 Samaritan Drive, Building 400, Suite 402",San Jose,95124,https://www.cancercarepoint.org/our-services/nutrition-services/,(408) 402-6611,info@cancercarepoint.org,,,,,,,,Add category Nutrition or add it as a subcategory to Medical or Personal Care.,11/4/2022 10:03 AM
200,Cancer CAREpoint Support Groups,Cancer CAREpoint,Medical,"Cancer CAREpoint support groups can help patients, caregivers, and family members and survivors cope with the range of feelings and concerns brought on by a cancer diagnosis and cancer treatment. Some groups focus on specific types of cancer, or stage of diagnosis. All provide a space for support and engagement with others who have similar experiences, allowing for connection and information sharing.

Since Covid-19 all support groups have been meeting virtually.  Registration is required.","2505 Samaritan Drive, Building 400, Suite 402",San Jose,95124,https://www.cancercarepoint.org/our-services/support-groups/,(408) 402-6611,info@cancercarepoint.org,,,,,,,,Add new subcategory Support Groups under Medical Care.,11/4/2022 10:20 AM
271,Care Solace,Care Solace,Medical,"Care Solace is a simple, fast and safe tool for substance abuse and mental health help for K-12 school districts and higher education institutions.  ",,,,https://www.caresolace.com/site/moreland,(888) 515-0595,weserve@caresolace.org,,checked,,,,checked,,,11/11/2022 5:09 PM
363,Child Abuse and Neglect Hotline for the Palo Alto Area,County of Santa Clara Child Abuse Prevention Council,Medical,"For residents of Palo Alto or abuse occurring in Palo Alto, in cases of an immediate emergency, always call 9-1-1 for Law Enforcement intervention. Where the situation is not an emergency needing the police, reports should be made to the Child Abuse and Neglect Hotline.",,Palo Alto,,https://capc.sccgov.org/reporting-child-abuse,(650) 493-1186,,,,,,,checked,,This should be put in a new category or subcategory.,11/28/2022 3:00 PM
362,Child Abuse and Neglect Hotline for the San Jose Area,County of Santa Clara Child Abuse Prevention Council,Medical,"For residents of San Jose or abuse occurring in San Jose, in cases of an immediate emergency, always call 9-1-1 for Law Enforcement intervention. Where the situation is not an emergency needing the police, reports should be made to the Child Abuse and Neglect Hotline.",,San Jose,,https://capc.sccgov.org/reporting-child-abuse,(408) 299-2071,,,,,,,checked,,This should be put in a new category or subcategory.,11/28/2022 2:55 PM
